Project,ReflectiveTarget,Type
tcc-transaction,org.springframework.core.io.ProtocolResolver,Type 1
tcc-transaction,org.springframework.context.NoSuchMessageException,Type 1
tcc-transaction,org.springframework.context.MessageSourceResolvable,Type 1
tcc-transaction,org.springframework.boot.test.context.runner.ApplicationContextRunner,Type 1
tcc-transaction,org.springframework.boot.test.context.runner.AbstractApplicationContextRunner,Type 1
tcc-transaction,org.springframework.boot.test.context.assertj.AssertableApplicationContext,Type 1
tcc-transaction,org.springframework.boot.test.context.assertj.ApplicationContextAssert,Type 1
tcc-transaction,org.springframework.beans.factory.BeanFactory,Type 1
tcc-transaction,org.springframework.beans.BeansException,Type 1
tcc-transaction,org.springframework.core.env.ConfigurableEnvironment,Type 3
tcc-transaction,org.springframework.beans.factory.config.BeanFactoryPostProcessor,Type 3
tcc-transaction,org.mengyun.tcctransaction.springboot.starter.TccTransactionAutoConfigurationTest,Type 3
thrift-example,org.exampledriven.thriftexample.test.UserServiceHandlerTest,Type 1
tutorials,org.springframework.core.$Proxy60,Type 1
tutorials,org.mockito.internal.creation.bytebuddy.$Proxy24,Type 1
tutorials,org.mockito.internal.creation.bytebuddy.$Proxy17,Type 1
tutorials,org.mockito.codegen.Map$MockitoMock$1198181316,Type 1
tutorials,org.mockito.codegen.List$MockitoMock$397192546,Type 1
tutorials,net.bytebuddy.utility.$Proxy70,Type 1
tutorials,net.bytebuddy.utility.$Proxy68,Type 1
tutorials,net.bytebuddy.utility.$Proxy29,Type 1
tutorials,net.bytebuddy.utility.$Proxy28,Type 1
tutorials,net.bytebuddy.utility.$Proxy22,Type 1
tutorials,net.bytebuddy.dynamic.loading.$Proxy81,Type 1
tutorials,net.bytebuddy.dynamic.loading.$Proxy73,Type 1
tutorials,net.bytebuddy.dynamic.loading.$Proxy35,Type 1
tutorials,net.bytebuddy.dynamic.loading.$Proxy32,Type 1
tutorials,net.bytebuddy.dynamic.loading.$Proxy28,Type 1
tutorials,net.bytebuddy.dynamic.loading.$Proxy25,Type 1
tutorials,net.bytebuddy.description.type.$Proxy75,Type 1
tutorials,net.bytebuddy.description.type.$Proxy74,Type 1
tutorials,net.bytebuddy.description.type.$Proxy60,Type 1
tutorials,net.bytebuddy.description.type.$Proxy59,Type 1
tutorials,net.bytebuddy.description.type.$Proxy58,Type 1
tutorials,net.bytebuddy.description.type.$Proxy57,Type 1
tutorials,net.bytebuddy.description.type.$Proxy55,Type 1
tutorials,net.bytebuddy.description.type.$Proxy54,Type 1
tutorials,net.bytebuddy.description.type.$Proxy43,Type 1
tutorials,net.bytebuddy.description.type.$Proxy34,Type 1
tutorials,net.bytebuddy.description.type.$Proxy26,Type 1
tutorials,net.bytebuddy.description.type.$Proxy20,Type 1
tutorials,net.bytebuddy.description.type.$Proxy19,Type 1
tutorials,net.bytebuddy.description.type.$Proxy12,Type 1
tutorials,net.bytebuddy.description.method.$Proxy78,Type 1
tutorials,net.bytebuddy.description.method.$Proxy77,Type 1
tutorials,net.bytebuddy.description.method.$Proxy76,Type 1
tutorials,net.bytebuddy.description.method.$Proxy23,Type 1
tutorials,net.bytebuddy.description.method.$Proxy22,Type 1
tutorials,net.bytebuddy.description.method.$Proxy20,Type 1
tutorials,net.bytebuddy.description.method.$Proxy16,Type 1
tutorials,net.bytebuddy.description.method.$Proxy15,Type 1
tutorials,net.bytebuddy.description.method.$Proxy13,Type 1
tutorials,com.baeldung.mockito.callbacks.Service$MockitoMock$950499203,Type 1
tutorials,org.springframework.jdbc.datasource.init.ResourceDatabasePopulator,Type 1
tutorials,org.springframework.jdbc.datasource.init.CompositeDatabasePopulator,Type 1
tutorials,org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseFactoryBean,Type 1
tutorials,org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseFactory,Type 1
tutorials,org.springframework.core.io.ResourceLoader,Type 1
tutorials,org.springframework.core.$Proxy31,Type 1
tutorials,org.springframework.context.ResourceLoaderAware,Type 1
tutorials,org.springframework.boot.jta.bitronix.PoolingDataSourceBean$DirectXADataSource,Type 1
tutorials,org.springframework.boot.jta.bitronix.BitronixDependentBeanFactoryPostProcessor,Type 1
tutorials,org.springframework.boot.jms.XAConnectionFactoryWrapper,Type 1
tutorials,org.mybatis.spring.support.SqlSessionDaoSupport,Type 1
tutorials,org.mybatis.spring.SqlSessionTemplate,Type 1
tutorials,org.mybatis.spring.SqlSessionFactoryBean,Type 1
tutorials,org.mybatis.spring.mapper.MapperFactoryBean,Type 1
tutorials,org.mybatis.spring.annotation.MapperScans,Type 1
tutorials,org.mybatis.spring.annotation.MapperScannerRegistrar,Type 1
tutorials,org.mybatis.spring.annotation.MapperScan,Type 1
tutorials,org.mockito.Spy,Type 1
tutorials,org.mockito.internal.util.reflection.ModuleMemberAccessor,Type 1
tutorials,org.mockito.internal.util.reflection.InstrumentationMemberAccessor$Dispatcher$ByteBuddy$ksXe1Wre,Type 1
tutorials,org.mockito.internal.runners.DefaultInternalRunner,Type 1
tutorials,org.mockito.internal.creation.bytebuddy.MockMethodAdvice$Identifier,Type 1
tutorials,org.mockito.internal.creation.bytebuddy.InlineByteBuddyMockMaker,Type 1
tutorials,org.mockito.internal.creation.bytebuddy.inject.MockMethodDispatcher,Type 1
tutorials,org.mockito.exceptions.verification.NoInteractionsWanted,Type 1
tutorials,org.mockito.Captor,Type 1
tutorials,org.mockito.ArgumentCaptor,Type 1
tutorials,org.apache.ibatis.scripting.LanguageDriver,Type 1
tutorials,org.apache.ibatis.plugin.Interceptor,Type 1
tutorials,org.apache.ibatis.mapping.DatabaseIdProvider,Type 1
tutorials,org.apache.ibatis.javassist.util.proxy.ProxyFactory,Type 1
tutorials,org.apache.ibatis.io.VFS,Type 1
tutorials,org.apache.ibatis.executor.BatchResult,Type 1
tutorials,org.apache.ibatis.cursor.Cursor,Type 1
tutorials,org.apache.ibatis.annotations.Select,Type 1
tutorials,org.apache.ibatis.annotations.Param,Type 1
tutorials,org.apache.ibatis.annotations.Mapper,Type 1
tutorials,net.bytebuddy.implementation.bytecode.assign.Assigner$Typing,Type 1
tutorials,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$ForWildcardLowerBoundType$AnnotatedWildcardType,Type 1
tutorials,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$ForOwnerType$AnnotatedType,Type 1
tutorials,net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$Delegator$ForLoadedField$Dispatcher,Type 1
tutorials,net.bytebuddy.asm.Advice$This,Type 1
tutorials,net.bytebuddy.asm.Advice$Return,Type 1
tutorials,net.bytebuddy.asm.Advice$Origin,Type 1
tutorials,net.bytebuddy.asm.Advice$OnNonDefaultValue,Type 1
tutorials,net.bytebuddy.asm.Advice$OnMethodExit,Type 1
tutorials,net.bytebuddy.asm.Advice$OnMethodEnter,Type 1
tutorials,net.bytebuddy.asm.Advice$NoExceptionHandler,Type 1
tutorials,net.bytebuddy.asm.Advice$Enter,Type 1
tutorials,net.bytebuddy.asm.Advice$Argument,Type 1
tutorials,net.bytebuddy.asm.Advice$AllArguments,Type 1
tutorials,net.bytebuddy.agent.Installer,Type 1
tutorials,com.baeldung.runfromjava.SecondUnitTest,Type 1
tutorials,com.baeldung.runfromjava.MyTestSuite,Type 1
tutorials,com.baeldung.runfromjava.FirstUnitTest,Type 1
tutorials,com.baeldung.rules.VerifierRuleUnitTest,Type 1
tutorials,com.baeldung.rules.RulesUnitTest,Type 1
tutorials,com.baeldung.rules.RuleChainUnitTest,Type 1
tutorials,com.baeldung.mybatis.spring.ArticleMapperXMLUnitTest,Type 1
tutorials,com.baeldung.mybatis.spring.ArticleMapperUnitTest,Type 1
tutorials,com.baeldung.mybatis.spring.ArticleMapperCommonUnitTest,Type 1
tutorials,com.baeldung.mybatis.spring.ArticleMapperBootUnitTest,Type 1
tutorials,com.baeldung.mybatis.spring.ArticleMapper,Type 1
tutorials,com.baeldung.mybatis.spring.Article,Type 1
tutorials,com.baeldung.mockito.voidmethods.MockitoVoidMethodsUnitTest,Type 1
tutorials,com.baeldung.mockito.MyList,Type 1
tutorials,com.baeldung.mockito.MyDictionary,Type 1
tutorials,com.baeldung.mockito.MockitoVerifyExamplesUnitTest,Type 1
tutorials,com.baeldung.mockito.MockitoVerifyExamplesIntegrationTest,Type 1
tutorials,com.baeldung.mockito.MockitoMockUnitTest,Type 1
tutorials,com.baeldung.mockito.MockitoMockIntegrationTest,Type 1
tutorials,com.baeldung.mockito.MockitoInjectIntoSpyUnitTest,Type 1
tutorials,com.baeldung.mockito.MockitoInitWithMockitoJUnitRuleUnitTest,Type 1
tutorials,com.baeldung.mockito.MockitoExceptionUnitTest,Type 1
tutorials,com.baeldung.mockito.MockitoExceptionIntegrationTest,Type 1
tutorials,com.baeldung.mockito.MockitoAnnotationUnitTest,Type 1
tutorials,com.baeldung.mockito.MockitoAnnotationsUninitializedUnitTest,Type 1
tutorials,com.baeldung.mockito.MockitoAnnotationIntegrationTest,Type 1
tutorials,com.baeldung.mockito.MockFinalsUnitTest,Type 1
tutorials,com.baeldung.mockito.mockedstatic.StaticUtils,Type 1
tutorials,com.baeldung.mockito.FinalList,Type 1
tutorials,com.baeldung.mockito.callbacks.ActionHandlerUnitTest,Type 1
tutorials,com.baeldung.jtademo.services.TestHelper,Type 1
tutorials,com.baeldung.jtademo.services.TellerService,Type 1
tutorials,com.baeldung.jtademo.services.BankAccountService,Type 1
tutorials,com.baeldung.jtademo.services.AuditService,Type 1
tutorials,com.baeldung.jtademo.JtaDemoUnitTest,Type 1
tutorials,com.baeldung.jtademo.JtaDemoApplication,Type 1
tutorials,com.baeldung.ignore.ExtendedBaseUnitTest,Type 1
tutorials,com.baeldung.guava.MoreObjectsUnitTest,Type 1
tutorials,com.baeldung.guava.MoreExecutorsUnitTest,Type 1
tutorials,com.baeldung.guava.GuavaMiscUtilsUnitTest,Type 1
tutorials,com.baeldung.guava.FluentIterableUnitTest,Type 1
tutorials,com.baeldung.assume.ConditionallyIgnoreTestsUnitTest,Type 1
tutorials,com.baeldung.array.MultiDimensionalArrayUnitTest,Type 1
tutorials,com.baeldung.array.looping.LoopDiagonallyUnitTest,Type 1
tutorials,com.baeldung.annotation.PersonBuilderUnitTest,Type 1
tutorials,org.springframework.jdbc.config.SortedResourcesFactoryBean,Type 3
tutorials,org.springframework.jdbc.config.JdbcNamespaceHandler,Type 3
tutorials,org.springframework.boot.autoconfigure.transaction.jta.JtaProperties,Type 3
tutorials,org.springframework.boot.autoconfigure.transaction.jta.BitronixJtaConfiguration$BitronixJtaJmsConfiguration,Type 3
tutorials,org.springframework.boot.autoconfigure.transaction.jta.BitronixJtaConfiguration,Type 3
tutorials,org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration$SharedCredentialsDataSourceInitializationConfiguration$DataSourceInitializationCondition,Type 3
tutorials,org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration$SharedCredentialsDataSourceInitializationConfiguration,Type 3
tutorials,org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration$InitializationSpecificCredentialsDataSourceInitializationConfiguration$DifferentCredentialsCondition,Type 3
tutorials,org.springframework.boot.autoconfigure.jdbc.DataSourceInitializationConfiguration$InitializationSpecificCredentialsDataSourceInitializationConfiguration,Type 3
tutorials,org.mybatis.spring.mapper.MapperScannerConfigurer,Type 3
tutorials,org.mybatis.spring.boot.autoconfigure.MybatisProperties,Type 3
tutorials,org.mybatis.spring.boot.autoconfigure.MybatisLanguageDriverAutoConfiguration,Type 3
tutorials,org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration$MapperScannerRegistrarNotFoundConfiguration,Type 3
tutorials,org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration$AutoConfiguredMapperScannerRegistrar,Type 3
tutorials,org.mybatis.spring.boot.autoconfigure.MybatisAutoConfiguration,Type 3
tutorials,org.mybatis.spring.boot.autoconfigure.ConfigurationCustomizer,Type 3
tutorials,org.hsqldb.jdbc.JDBCDriver,Type 3
tutorials,com.baeldung.mybatis.spring.PersistenceConfig,Type 3
tutorials,com.baeldung.mybatis.spring.PersistenceAutoConfig,Type 3
tutorials,com.baeldung.mockito.MockitoConfigExamplesUnitTest,Type 3
tutorials,com.baeldung.mockito.MockitoConfigExamplesIntegrationTest,Type 3
tutorials,bitronix.tm.jndi.BitronixContext,Type 3
tutorials,bitronix.tm.Configuration,Type 3
tutorials,com.baeldung.serializable_singleton.Singleton,Type 3
tutorials,com.baeldung.serializable_singleton.EnumSingleton,Type 3
tutorials,com.baeldung.mockito.callbacks.Service,Type 3
tutorials,com.baeldung.mockito.callbacks.Response,Type 3
tutorials,com.baeldung.mockito.callbacks.Callback,Type 3
worblehat,org.springframework.data.repository.query.QueryByExampleExecutor,Type 1
worblehat,org.springframework.data.repository.query.Param,Type 1
worblehat,org.springframework.data.jpa.repository.Query,Type 1
worblehat,org.springframework.data.annotation.QueryAnnotation,Type 1
worblehat,de.codecentric.psd.worblehat.domain.Borrowing,Type 1
worblehat,de.codecentric.psd.worblehat.domain.Book,Type 1
wormhole,com.zergclan.wormhole.tool.spi.annotation.SingletonSPI,Type 1
wormhole,com.zergclan.wormhole.repository.fixture.FixturePersistRepository,Type 1
xalan,dacapo.Benchmark,Type 2
xalan,dacapo.TestHarness,Type 2
xalan,dacapo.parser.Config,Type 2
xalan,dacapo.xalan.XalanHarness,Type 2
xalan,Harness,Type 1
xalan,org.apache.xalan.processor.TransformerFactoryImpl,Type 1
xalan,org.apache.xalan.serialize.CharInfo,Type 1
xalan,org.apache.xalan.serialize.SerializerToHTML,Type 1
xalan,org.apache.xalan.serialize.SerializerToText,Type 1
xalan,org.apache.xalan.templates.ElemApplyImport,Type 1
xalan,org.apache.xalan.templates.ElemApplyTemplates,Type 1
xalan,org.apache.xalan.templates.ElemAttribute,Type 1
xalan,org.apache.xalan.templates.ElemCallTemplate,Type 1
xalan,org.apache.xalan.templates.ElemChoose,Type 1
xalan,org.apache.xalan.templates.ElemComment,Type 1
xalan,org.apache.xalan.templates.ElemCopy,Type 1
xalan,org.apache.xalan.templates.ElemCopyOf,Type 1
xalan,org.apache.xalan.templates.ElemElement,Type 1
xalan,org.apache.xalan.templates.ElemExsltFuncResult,Type 1
xalan,org.apache.xalan.templates.ElemExsltFunction,Type 1
xalan,org.apache.xalan.templates.ElemExtensionDecl,Type 1
xalan,org.apache.xalan.templates.ElemExtensionScript,Type 1
xalan,org.apache.xalan.templates.ElemFallback,Type 1
xalan,org.apache.xalan.templates.ElemForEach,Type 1
xalan,org.apache.xalan.templates.ElemIf,Type 1
xalan,org.apache.xalan.templates.ElemLiteralResult,Type 1
xalan,org.apache.xalan.templates.ElemMessage,Type 1
xalan,org.apache.xalan.templates.ElemNumber,Type 1
xalan,org.apache.xalan.templates.ElemOtherswise,Type 1
xalan,org.apache.xalan.templates.ElemPI,Type 1
xalan,org.apache.xalan.templates.ElemParam,Type 1
xalan,org.apache.xalan.templates.ElemSort,Type 1
xalan,org.apache.xalan.templates.ElemTemplate,Type 1
xalan,org.apache.xalan.templates.ElemText,Type 1
xalan,org.apache.xalan.templates.ElemTextLiteral,Type 1
xalan,org.apache.xalan.templates.ElemUnknown,Type 1
xalan,org.apache.xalan.templates.ElemValueOf,Type 1
xalan,org.apache.xalan.templates.ElemVariable,Type 1
xalan,org.apache.xalan.templates.ElemWhen,Type 1
xalan,org.apache.xalan.templates.ElemWithParam,Type 1
xalan,org.apache.xalan.transformer.ResultTreeHandler,Type 1
xalan,org.apache.xerces.jaxp.SAXParserFactoryImpl,Type 1
xalan,org.apache.xml.dtm.DTMManager,Type 1
xalan,org.apache.xml.dtm.ref.DTMManagerDefault,Type 1
