Project,ReflectiveTarget,Type
jjwt,io.jsonwebtoken.jackson.io.stubs.CustomBean$setByteArrayValue,Type 1
jjwt,io.jsonwebtoken.jackson.io.stubs.CustomBean,Type 1
jjwt,io.jsonwebtoken.jackson.io.JacksonSerializerTest,Type 1
jjwt,io.jsonwebtoken.jackson.io.JacksonSerializer,Type 1
jjwt,io.jsonwebtoken.jackson.io.JacksonDeserializerTest,Type 1
jjwt,io.jsonwebtoken.jackson.io.JacksonDeserializer,Type 1
jjwt,io.jsonwebtoken.io.Serializer$serialize$0,Type 1
jjwt,io.jsonwebtoken.io.Serializer$serialize,Type 1
jjwt,io.jsonwebtoken.io.Serializer,Type 1
jjwt,io.jsonwebtoken.io.SerializationException,Type 1
jjwt,io.jsonwebtoken.io.Encoder$encode,Type 1
jjwt,io.jsonwebtoken.io.Encoder,Type 1
jjwt,io.jsonwebtoken.io.Deserializer$deserialize$0,Type 1
jjwt,io.jsonwebtoken.io.Deserializer$deserialize,Type 1
jjwt,io.jsonwebtoken.io.DeserializationException,Type 1
jjwt,io.jsonwebtoken.gson.io.GsonSerializerTest,Type 1
jjwt,io.jsonwebtoken.gson.io.GsonDeserializerTest,Type 1
jjwt,groovy.transform.Internal,Type 1
jjwt,groovy.transform.Generated,Type 1
jjwt,groovy.lang.MetaMethod,Type 1
jjwt,groovy.lang.GroovyObjectSupport,Type 1
jjwt,com.fasterxml.jackson.databind.ObjectWriter,Type 1
jjwt,com.fasterxml.jackson.databind.ObjectReader,Type 1
jjwt,com.fasterxml.jackson.databind.Module,Type 1
jjwt,com.fasterxml.jackson.databind.MappingIterator,Type 1
jjwt,com.fasterxml.jackson.databind.jsontype.TypeResolverBuilder,Type 1
jjwt,com.fasterxml.jackson.databind.jsonschema.JsonSchema,Type 1
jjwt,com.fasterxml.jackson.databind.jsonFormatVisitors.JsonFormatVisitorWrapper,Type 1
jjwt,com.fasterxml.jackson.databind.JavaType,Type 1
jjwt,com.fasterxml.jackson.databind.introspect.VisibilityChecker,Type 1
jjwt,com.fasterxml.jackson.databind.ext.Java7HandlersImpl,Type 1
jjwt,com.fasterxml.jackson.databind.cfg.MutableConfigOverride,Type 1
jjwt,com.fasterxml.jackson.databind.cfg.MutableCoercionConfig,Type 1
jjwt,com.fasterxml.jackson.core.type.ResolvedType,Type 1
jjwt,com.fasterxml.jackson.core.TreeNode,Type 1
jjwt,com.fasterxml.jackson.core.JsonParser,Type 1
jjwt,org.powermock.configuration.MockitoConfiguration,Type 3
jjwt,groovy.lang.MetaProperty,Type 3
jjwt,org.powermock.core.classloader.annotations.PrepareForTest,Type 4
jjwt,org.powermock.api.extension.listener.AnnotationEnabler,Type 4
jjwt,com.fasterxml.jackson.databind.annotation.JacksonStdImpl,Type 4
jtoolkit,com.github.zhongl.jtoolkit.GuardsTest,Type 1
maui,org.slf4j.impl.Log4jLoggerFactory,Type 1
maui,org.slf4j.impl.Log4jLoggerAdapter,Type 1
maui,org.apache.wicket.Initializer,Type 1
maui,com.soebes.wicket.TestHomePage,Type 1
maui,com.soebes.wicket.HomePage,Type 1
maven-code-quality,org.springframework.boot.ansi.AnsiOutput,Type 1
maven-code-quality,org.apache.commons.logging.impl.LogFactoryImpl,Type 1
maven-code-quality,org.apache.commons.logging.impl.Jdk14Logger,Type 1
maven-code-quality,net.swindle.springdemo.serviceimpl.ReferralRecruitmentServiceImpl,Type 1
maven-code-quality,net.swindle.springdemo.serviceimpl.EcommerceServiceImplTest,Type 1
maven-code-quality,net.swindle.springdemo.serviceimpl.EcommerceServiceImpl,Type 1
maven-code-quality,net.swindle.springdemo.serviceimpl.CloudServiceImplTest,Type 1
maven-code-quality,net.swindle.springdemo.serviceimpl.CloudServiceImpl,Type 1
maven-code-quality,net.swindle.springdemo.serviceimpl.AgencyRecruitmentServiceImplTest,Type 1
maven-code-quality,net.swindle.springdemo.serviceimpl.AgencyRecruitmentServiceImpl,Type 1
maven-code-quality,net.swindle.springdemo.domain.OrganizationTest,Type 1
maven-code-quality,net.swindle.springdemo.domain.Organization,Type 1
maven-code-quality,net.swindle.springdemo.domain.HumanResourceDept,Type 1
maven-code-quality,net.swindle.springdemo.domain.BusinessServiceTest,Type 1
maven-code-quality,net.swindle.springdemo.DiConstructorAppTest,Type 1
maven-samples,com.example.TestGreeter,Type 1
MockitoIn28Minutes,org.springframework.stereotype.Service,Type 1
MockitoIn28Minutes,org.mockito.runners.MockitoJUnitRunner,Type 1
MockitoIn28Minutes,org.mockito.internal.runners.JUnit45AndHigherRunnerImpl,Type 1
MockitoIn28Minutes,org.mockito.InjectMocks,Type 1
MockitoIn28Minutes,com.in28minutes.example.layering.model.api.client.Product,Type 1
MockitoIn28Minutes,com.in28minutes.example.layering.business.client.ClientBOMockitoTest,Type 1
n2o-platform,org.springframework.core.$Proxy81,Type 1
n2o-platform,org.springframework.core.$Proxy74,Type 1
n2o-platform,org.springframework.core.$Proxy73,Type 1
n2o-platform,org.springframework.core.$Proxy34,Type 1
n2o-platform,org.springframework.core.$Proxy33,Type 1
n2o-platform,org.springframework.core.$Proxy32,Type 1
n2o-platform,org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration$CglibAutoProxyConfiguration,Type 1
n2o-platform,org.springframework.boot.actuate.autoconfigure.web.server.$Proxy69,Type 1
n2o-platform,net.bytebuddy.utility.$Proxy99,Type 1
n2o-platform,net.bytebuddy.utility.$Proxy97,Type 1
n2o-platform,net.bytebuddy.dynamic.loading.$Proxy110,Type 1
n2o-platform,net.bytebuddy.dynamic.loading.$Proxy102,Type 1
n2o-platform,net.bytebuddy.description.type.$Proxy109,Type 1
n2o-platform,net.bytebuddy.description.type.$Proxy108,Type 1
n2o-platform,net.bytebuddy.description.type.$Proxy104,Type 1
n2o-platform,net.bytebuddy.description.type.$Proxy103,Type 1
n2o-platform,net.bytebuddy.description.method.$Proxy107,Type 1
n2o-platform,net.bytebuddy.description.method.$Proxy106,Type 1
n2o-platform,net.bytebuddy.description.method.$Proxy105,Type 1
n2o-platform,scala.Tuple2,Type 1
n2o-platform,scala.reflect.ScalaSignature,Type 1
n2o-platform,scala.Product2,Type 1
n2o-platform,scala.Product,Type 1
n2o-platform,scala.PartialFunction,Type 1
n2o-platform,scala.Function1,Type 1
n2o-platform,scala.Equals,Type 1
n2o-platform,scala.collection.SeqOps,Type 1
n2o-platform,scala.collection.Seq,Type 1
n2o-platform,scala.collection.mutable.Shrinkable,Type 1
n2o-platform,scala.collection.mutable.SeqOps,Type 1
n2o-platform,scala.collection.mutable.Seq,Type 1
n2o-platform,scala.collection.mutable.MapOps,Type 1
n2o-platform,scala.collection.mutable.Map,Type 1
n2o-platform,scala.collection.mutable.Iterable,Type 1
n2o-platform,scala.collection.mutable.Growable,Type 1
n2o-platform,scala.collection.mutable.Cloneable,Type 1
n2o-platform,scala.collection.mutable.Clearable,Type 1
n2o-platform,scala.collection.mutable.Builder,Type 1
n2o-platform,scala.collection.mutable.Buffer,Type 1
n2o-platform,scala.collection.MapOps,Type 1
n2o-platform,scala.collection.MapFactoryDefaults,Type 1
n2o-platform,scala.collection.Map,Type 1
n2o-platform,scala.collection.IterableOps,Type 1
n2o-platform,scala.collection.IterableOnceOps,Type 1
n2o-platform,scala.collection.IterableOnce,Type 1
n2o-platform,scala.collection.IterableFactoryDefaults,Type 1
n2o-platform,scala.collection.Iterable,Type 1
n2o-platform,scala.collection.convert.JavaCollectionWrappers$MapWrapper,Type 1
n2o-platform,scala.collection.convert.JavaCollectionWrappers$IterableWrapperTrait,Type 1
n2o-platform,org.springframework.web.util.UriComponentsBuilder,Type 1
n2o-platform,org.springframework.web.util.pattern.PathPattern,Type 1
n2o-platform,org.springframework.web.servlet.ViewResolver,Type 1
n2o-platform,org.springframework.web.servlet.view.InternalResourceViewResolver,Type 1
n2o-platform,org.springframework.web.servlet.view.ContentNegotiatingViewResolver,Type 1
n2o-platform,org.springframework.web.servlet.view.BeanNameViewResolver,Type 1
n2o-platform,org.springframework.web.servlet.View,Type 1
n2o-platform,org.springframework.web.servlet.resource.ResourceHttpRequestHandler,Type 1
n2o-platform,org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod,Type 1
n2o-platform,org.springframework.web.servlet.mvc.method.annotation.ResponseBodyAdvice,Type 1
n2o-platform,org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter,Type 1
n2o-platform,org.springframework.web.servlet.mvc.method.annotation.RequestBodyAdvice,Type 1
n2o-platform,org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter,Type 1
n2o-platform,org.springframework.web.servlet.mvc.annotation.ModelAndViewResolver,Type 1
n2o-platform,org.springframework.web.servlet.ModelAndView,Type 1
n2o-platform,org.springframework.web.servlet.HandlerExceptionResolver,Type 1
n2o-platform,org.springframework.web.servlet.handler.HandlerMethodMappingNamingStrategy,Type 1
n2o-platform,org.springframework.web.servlet.handler.HandlerMappingIntrospector,Type 1
n2o-platform,org.springframework.web.servlet.function.RouterFunction,Type 1
n2o-platform,org.springframework.web.servlet.FrameworkServlet,Type 1
n2o-platform,org.springframework.web.multipart.MultipartResolver,Type 1
n2o-platform,org.springframework.web.multipart.commons.CommonsMultipartResolver,Type 1
n2o-platform,org.springframework.web.method.support.InvocableHandlerMethod,Type 1
n2o-platform,org.springframework.web.method.support.HandlerMethodReturnValueHandler,Type 1
n2o-platform,org.springframework.web.method.support.HandlerMethodArgumentResolver,Type 1
n2o-platform,org.springframework.web.method.HandlerMethod,Type 1
n2o-platform,org.springframework.web.HttpMediaTypeNotAcceptableException,Type 1
n2o-platform,org.springframework.web.filter.RequestContextFilter,Type 1
n2o-platform,org.springframework.web.filter.HiddenHttpMethodFilter,Type 1
n2o-platform,org.springframework.web.filter.FormContentFilter,Type 1
n2o-platform,org.springframework.web.filter.DelegatingFilterProxy,Type 1
n2o-platform,org.springframework.web.context.WebApplicationContext,Type 1
n2o-platform,org.springframework.web.context.ServletContextAware,Type 1
n2o-platform,org.springframework.web.context.request.WebRequest,Type 1
n2o-platform,org.springframework.web.context.request.RequestContextListener,Type 1
n2o-platform,org.springframework.web.context.request.NativeWebRequest,Type 1
n2o-platform,org.springframework.web.context.request.async.DeferredResultProcessingInterceptor,Type 1
n2o-platform,org.springframework.web.context.request.async.CallableProcessingInterceptor,Type 1
n2o-platform,org.springframework.web.accept.ContentNegotiationStrategy,Type 1
n2o-platform,org.springframework.validation.Errors,Type 1
n2o-platform,org.springframework.validation.beanvalidation.MethodValidationPostProcessor,Type 1
n2o-platform,org.springframework.util.ReflectionUtils,Type 1
n2o-platform,org.springframework.util.MultiValueMap,Type 1
n2o-platform,org.springframework.util.concurrent.ListenableFuture,Type 1
n2o-platform,org.springframework.transaction.TransactionManager,Type 1
n2o-platform,org.springframework.transaction.support.TransactionOperations,Type 1
n2o-platform,org.springframework.transaction.support.AbstractPlatformTransactionManager,Type 1
n2o-platform,org.springframework.transaction.ReactiveTransactionManager,Type 1
n2o-platform,org.springframework.test.web.reactive.server.WebTestClient,Type 1
n2o-platform,org.springframework.security.web.util.matcher.RequestMatcher,Type 1
n2o-platform,org.springframework.security.web.server.WebFilterChainProxy,Type 1
n2o-platform,org.springframework.security.web.SecurityFilterChain,Type 1
n2o-platform,org.springframework.security.web.FilterInvocation,Type 1
n2o-platform,org.springframework.security.web.FilterChainProxy,Type 1
n2o-platform,org.springframework.security.web.DefaultSecurityFilterChain,Type 1
n2o-platform,org.springframework.security.web.authentication.logout.LogoutHandler,Type 1
n2o-platform,org.springframework.security.web.access.WebInvocationPrivilegeEvaluator,Type 1
n2o-platform,org.springframework.security.provisioning.InMemoryUserDetailsManager,Type 1
n2o-platform,org.springframework.security.crypto.password.PasswordEncoder,Type 1
n2o-platform,org.springframework.security.core.userdetails.UserDetailsService,Type 1
n2o-platform,org.springframework.security.core.AuthenticationException,Type 1
n2o-platform,org.springframework.security.core.Authentication,Type 1
n2o-platform,org.springframework.security.authentication.ReactiveAuthenticationManager,Type 1
n2o-platform,org.springframework.security.authentication.event.AbstractAuthenticationFailureEvent,Type 1
n2o-platform,org.springframework.security.authentication.DefaultAuthenticationEventPublisher,Type 1
n2o-platform,org.springframework.security.authentication.AuthenticationProvider,Type 1
n2o-platform,org.springframework.security.authentication.AuthenticationManagerResolver,Type 1
n2o-platform,org.springframework.security.authentication.AuthenticationEventPublisher,Type 1
n2o-platform,org.springframework.security.authentication.AuthenticationDetailsSource,Type 1
n2o-platform,org.springframework.security.access.expression.SecurityExpressionHandler,Type 1
n2o-platform,org.springframework.security.access.expression.AbstractSecurityExpressionHandler,Type 1
n2o-platform,org.springframework.security.access.AccessDecisionVoter,Type 1
n2o-platform,org.springframework.scheduling.quartz.SchedulerFactoryBean,Type 1
n2o-platform,org.springframework.retry.RecoveryCallback,Type 1
n2o-platform,org.springframework.orm.jpa.SharedEntityManagerCreator,Type 1
n2o-platform,org.springframework.orm.jpa.JpaVendorAdapter,Type 1
n2o-platform,org.springframework.orm.jpa.AbstractEntityManagerFactoryBean,Type 1
n2o-platform,org.springframework.messaging.Message,Type 1
n2o-platform,org.springframework.mail.javamail.JavaMailSenderImpl,Type 1
n2o-platform,org.springframework.kafka.transaction.KafkaTransactionManager,Type 1
n2o-platform,org.springframework.kafka.transaction.KafkaAwareTransactionManager,Type 1
n2o-platform,org.springframework.kafka.test.context.EmbeddedKafkaContextCustomizerFactory,Type 1
n2o-platform,org.springframework.kafka.test.context.EmbeddedKafka,Type 1
n2o-platform,org.springframework.kafka.test.condition.EmbeddedKafkaCondition,Type 1
n2o-platform,org.springframework.kafka.support.TopicPartitionOffset,Type 1
n2o-platform,org.springframework.kafka.support.SendResult,Type 1
n2o-platform,org.springframework.kafka.support.ProducerListener,Type 1
n2o-platform,org.springframework.kafka.support.LoggingProducerListener,Type 1
n2o-platform,org.springframework.kafka.support.converter.RecordMessageConverter,Type 1
n2o-platform,org.springframework.kafka.support.converter.BatchMessageConverter,Type 1
n2o-platform,org.springframework.kafka.listener.AfterRollbackProcessor,Type 1
n2o-platform,org.springframework.kafka.core.ProducerPostProcessor,Type 1
n2o-platform,org.springframework.kafka.core.ProducerFactory$Listener,Type 1
n2o-platform,org.springframework.kafka.core.ProducerFactory,Type 1
n2o-platform,org.springframework.kafka.core.KafkaResourceFactory,Type 1
n2o-platform,org.springframework.kafka.core.KafkaOperations$ProducerCallback,Type 1
n2o-platform,org.springframework.kafka.core.KafkaOperations$OperationsCallback,Type 1
n2o-platform,org.springframework.kafka.core.KafkaOperations,Type 1
n2o-platform,org.springframework.kafka.core.KafkaAdmin,Type 1
n2o-platform,org.springframework.kafka.core.DefaultKafkaProducerFactory,Type 1
n2o-platform,org.springframework.kafka.core.DefaultKafkaConsumerFactory,Type 1
n2o-platform,org.springframework.kafka.core.ConsumerPostProcessor,Type 1
n2o-platform,org.springframework.kafka.core.ConsumerFactory$Listener,Type 1
n2o-platform,org.springframework.kafka.core.ConsumerFactory,Type 1
n2o-platform,org.springframework.jndi.JndiObjectFactoryBean,Type 1
n2o-platform,org.springframework.jdbc.CannotGetJdbcConnectionException,Type 1
n2o-platform,org.springframework.http.server.reactive.HttpHandler,Type 1
n2o-platform,org.springframework.http.ResponseEntity,Type 1
n2o-platform,org.springframework.http.ReactiveHttpInputMessage,Type 1
n2o-platform,org.springframework.http.MediaType,Type 1
n2o-platform,org.springframework.http.HttpStatus,Type 1
n2o-platform,org.springframework.http.HttpOutputMessage,Type 1
n2o-platform,org.springframework.http.HttpInputMessage,Type 1
n2o-platform,org.springframework.http.HttpHeaders,Type 1
n2o-platform,org.springframework.http.converter.StringHttpMessageConverter,Type 1
n2o-platform,org.springframework.http.converter.json.MappingJackson2HttpMessageConverter,Type 1
n2o-platform,org.springframework.http.converter.json.Jackson2ObjectMapperBuilder,Type 1
n2o-platform,org.springframework.http.converter.json.GsonHttpMessageConverter,Type 1
n2o-platform,org.springframework.http.converter.GenericHttpMessageConverter,Type 1
n2o-platform,org.springframework.http.converter.AbstractHttpMessageConverter,Type 1
n2o-platform,org.springframework.http.converter.AbstractGenericHttpMessageConverter,Type 1
n2o-platform,org.springframework.http.codec.multipart.DefaultPartHttpMessageReader,Type 1
n2o-platform,org.springframework.http.client.ClientHttpRequestInterceptor,Type 1
n2o-platform,org.springframework.http.client.ClientHttpRequestFactory,Type 1
n2o-platform,org.springframework.expression.EvaluationContext,Type 1
n2o-platform,org.springframework.data.jpa.util.JpaMetamodelCacheCleanup,Type 1
n2o-platform,org.springframework.core.task.TaskDecorator,Type 1
n2o-platform,org.springframework.core.ResolvableTypeProvider,Type 1
n2o-platform,org.springframework.core.PriorityOrdered,Type 1
n2o-platform,org.springframework.core.MethodParameter,Type 1
n2o-platform,org.springframework.core.io.Resource,Type 1
n2o-platform,org.springframework.core.DecoratingProxy,Type 1
n2o-platform,org.springframework.core.convert.converter.GenericConverter,Type 1
n2o-platform,org.springframework.core.convert.ConversionService,Type 1
n2o-platform,org.springframework.context.SmartLifecycle,Type 1
n2o-platform,org.springframework.context.PayloadApplicationEvent,Type 1
n2o-platform,org.springframework.context.event.ContextStoppedEvent,Type 1
n2o-platform,org.springframework.context.event.ContextClosedEvent,Type 1
n2o-platform,org.springframework.context.ApplicationEventPublisherAware,Type 1
n2o-platform,org.springframework.context.ApplicationContext,Type 1
n2o-platform,org.springframework.context.annotation.ComponentScans,Type 1
n2o-platform,org.springframework.cache.interceptor.CacheAspectSupport,Type 1
n2o-platform,org.springframework.boot.web.servlet.WebListenerRegistrar,Type 1
n2o-platform,org.springframework.boot.web.servlet.ServletRegistrationBean,Type 1
n2o-platform,org.springframework.boot.web.servlet.ServletContextInitializer,Type 1
n2o-platform,org.springframework.boot.web.servlet.server.ServletWebServerFactory,Type 1
n2o-platform,org.springframework.boot.web.servlet.server.Encoding,Type 1
n2o-platform,org.springframework.boot.web.servlet.server.CookieSameSiteSupplier,Type 1
n2o-platform,org.springframework.boot.web.servlet.RegistrationBean,Type 1
n2o-platform,org.springframework.boot.web.servlet.FilterRegistrationBean,Type 1
n2o-platform,org.springframework.boot.web.servlet.filter.ErrorPageSecurityFilter,Type 1
n2o-platform,org.springframework.boot.web.servlet.error.ErrorController,Type 1
n2o-platform,org.springframework.boot.web.servlet.error.ErrorAttributes,Type 1
n2o-platform,org.springframework.boot.web.servlet.DynamicRegistrationBean,Type 1
n2o-platform,org.springframework.boot.web.servlet.AbstractFilterRegistrationBean,Type 1
n2o-platform,org.springframework.boot.web.server.WebServerFactoryCustomizer,Type 1
n2o-platform,org.springframework.boot.web.server.WebServerFactory,Type 1
n2o-platform,org.springframework.boot.web.server.PortInUseException,Type 1
n2o-platform,org.springframework.boot.web.server.ErrorPage,Type 1
n2o-platform,org.springframework.boot.web.error.ErrorAttributeOptions,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.TomcatServletWebServerFactory,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.TomcatProtocolHandlerCustomizer,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.TomcatEmbeddedWebappClassLoader,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.TomcatContextCustomizer,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.TomcatConnectorCustomizer,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.ConnectorStartFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.ConnectorStartFailedException,Type 1
n2o-platform,org.springframework.boot.web.embedded.tomcat.ConfigurableTomcatWebServerFactory,Type 1
n2o-platform,org.springframework.boot.web.context.WebServerInitializedEvent,Type 1
n2o-platform,org.springframework.boot.web.context.ServerPortInfoApplicationContextInitializer,Type 1
n2o-platform,org.springframework.boot.web.context.MissingWebServerFactoryBeanFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.web.context.MissingWebServerFactoryBeanException,Type 1
n2o-platform,org.springframework.boot.web.context.ConfigurableWebServerApplicationContext,Type 1
n2o-platform,org.springframework.boot.web.client.RestTemplateRequestCustomizer,Type 1
n2o-platform,org.springframework.boot.web.client.RestTemplateCustomizer,Type 1
n2o-platform,org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer$TestRestTemplateRegistrar,Type 1
n2o-platform,org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer$TestRestTemplateFactory,Type 1
n2o-platform,org.springframework.boot.test.web.client.TestRestTemplate,Type 1
n2o-platform,org.springframework.boot.test.context.TestConfiguration,Type 1
n2o-platform,org.springframework.boot.test.context.TestComponent,Type 1
n2o-platform,org.springframework.boot.test.context.ImportsContextCustomizer$ImportsSelector,Type 1
n2o-platform,org.springframework.boot.test.context.ImportsContextCustomizer$ImportsCleanupPostProcessor,Type 1
n2o-platform,org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor,Type 1
n2o-platform,org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer,Type 1
n2o-platform,org.springframework.boot.sql.init.dependency.AnnotationDependsOnDatabaseInitializationDetector,Type 1
n2o-platform,org.springframework.boot.rsocket.context.RSocketServerInitializedEvent,Type 1
n2o-platform,org.springframework.boot.rsocket.context.RSocketPortInfoApplicationContextInitializer,Type 1
n2o-platform,org.springframework.boot.r2dbc.init.R2dbcScriptDatabaseInitializerDetector,Type 1
n2o-platform,org.springframework.boot.orm.jpa.JpaDependsOnDatabaseInitializationDetector,Type 1
n2o-platform,org.springframework.boot.orm.jpa.JpaDatabaseInitializerDetector,Type 1
n2o-platform,org.springframework.boot.orm.jpa.EntityManagerFactoryBuilder,Type 1
n2o-platform,org.springframework.boot.logging.LoggingSystem,Type 1
n2o-platform,org.springframework.boot.logging.LoggerGroups,Type 1
n2o-platform,org.springframework.boot.logging.LogFile,Type 1
n2o-platform,org.springframework.boot.logging.logback.LogbackLoggingSystem$Factory,Type 1
n2o-platform,org.springframework.boot.logging.log4j2.Log4J2LoggingSystem$Factory,Type 1
n2o-platform,org.springframework.boot.logging.java.JavaLoggingSystem$Factory,Type 1
n2o-platform,org.springframework.boot.liquibase.LiquibaseDatabaseInitializerDetector,Type 1
n2o-platform,org.springframework.boot.liquibase.LiquibaseChangelogMissingFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.jooq.JooqDependsOnDatabaseInitializationDetector,Type 1
n2o-platform,org.springframework.boot.jdbc.XADataSourceWrapper,Type 1
n2o-platform,org.springframework.boot.jdbc.SpringJdbcDependsOnDatabaseInitializationDetector,Type 1
n2o-platform,org.springframework.boot.jdbc.init.DataSourceScriptDatabaseInitializerDetector,Type 1
n2o-platform,org.springframework.boot.jdbc.DataSourceBuilder$MappedDataSourceProperties,Type 1
n2o-platform,org.springframework.boot.jdbc.DataSourceBuilder,Type 1
n2o-platform,org.springframework.boot.jdbc.AbstractDataSourceInitializerDatabaseInitializerDetector,Type 1
n2o-platform,org.springframework.boot.info.InfoProperties$Entry,Type 1
n2o-platform,org.springframework.boot.flyway.FlywayDatabaseInitializerDetector,Type 1
n2o-platform,org.springframework.boot.diagnostics.FailureAnalyzers,Type 1
n2o-platform,org.springframework.boot.diagnostics.analyzer.PatternParseFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.diagnostics.analyzer.NoSuchMethodFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.diagnostics.analyzer.BindValidationFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.diagnostics.analyzer.BeanDefinitionOverrideFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.diagnostics.analyzer.AbstractInjectionFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.diagnostics.AbstractFailureAnalyzer,Type 1
n2o-platform,org.springframework.boot.convert.DurationUnit,Type 1
n2o-platform,org.springframework.boot.context.TypeExcludeFilter,Type 1
n2o-platform,org.springframework.boot.context.logging.LoggingApplicationListener,Type 1
n2o-platform,org.springframework.boot.cloud.CloudPlatform,Type 1
n2o-platform,org.springframework.boot.availability.ReadinessState,Type 1
n2o-platform,org.springframework.boot.availability.LivenessState,Type 1
n2o-platform,org.springframework.boot.availability.AvailabilityState,Type 1
n2o-platform,org.springframework.boot.availability.AvailabilityChangeEvent,Type 1
n2o-platform,org.springframework.boot.availability.ApplicationAvailability,Type 1
n2o-platform,org.springframework.boot.autoconfigure.condition.ConditionalOnWebApplication$Type,Type 1
n2o-platform,org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$ClassProxyingConfiguration,Type 1
n2o-platform,org.springframework.boot.actuate.web.mappings.servlet.ServletRegistrationMappingDescription,Type 1
n2o-platform,org.springframework.boot.actuate.web.mappings.servlet.FilterRegistrationMappingDescription,Type 1
n2o-platform,org.springframework.boot.actuate.web.mappings.servlet.DispatcherServletMappingDescription,Type 1
n2o-platform,org.springframework.boot.actuate.web.mappings.MappingsEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.web.mappings.MappingDescriptionProvider,Type 1
n2o-platform,org.springframework.boot.actuate.trace.http.HttpTraceRepository,Type 1
n2o-platform,org.springframework.boot.actuate.trace.http.HttpTraceEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.scheduling.ScheduledTasksEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.metrics.cache.CacheMeterBinderProvider,Type 1
n2o-platform,org.springframework.boot.actuate.management.ThreadDumpEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.management.HeapDumpWebEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.logging.LoggersEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.logging.LogFileWebEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.info.InfoEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.info.InfoContributor,Type 1
n2o-platform,org.springframework.boot.actuate.health.StatusAggregator,Type 1
n2o-platform,org.springframework.boot.actuate.health.Status,Type 1
n2o-platform,org.springframework.boot.actuate.health.ReactiveHealthContributor,Type 1
n2o-platform,org.springframework.boot.actuate.health.NamedContributors,Type 1
n2o-platform,org.springframework.boot.actuate.health.NamedContributor,Type 1
n2o-platform,org.springframework.boot.actuate.health.HttpCodeStatusMapper,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthIndicator,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthEndpointWebExtension,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthEndpointSupport,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthEndpointGroupsPostProcessor,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthEndpointGroups,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthEndpointGroup,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthContributorRegistry,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthContributor,Type 1
n2o-platform,org.springframework.boot.actuate.health.HealthComponent,Type 1
n2o-platform,org.springframework.boot.actuate.health.DefaultContributorRegistry,Type 1
n2o-platform,org.springframework.boot.actuate.health.ContributorRegistry,Type 1
n2o-platform,org.springframework.boot.actuate.health.AbstractHealthIndicator,Type 1
n2o-platform,org.springframework.boot.actuate.env.EnvironmentEndpoint$EnvironmentEntryDescriptor,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.WebServerNamespace,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.WebOperation,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.WebEndpointsSupplier,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.WebEndpointResponse,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.servlet.WebMvcEndpointHandlerMapping,Type 1
